TRACKER,DATE,TIME,GS Lat,GS Lon,GS Alt asl,TRACKER Lat,TRACKER Lon,TRACKER Alt asl,FIX,HORZV,VERTV,HEAD,FLAGS,#TOT,>40,>32,>24,RSSI Down,RSSI Up,Horizontal range (ft),Alt AGL (ft),Total range (ft),LoRa Max Range (kft),LoRa Success Rate,BATT,GS_batt_v,Down Sent,Down Rcvd,Found Sent,Up Sent,Up Rccvd,Found rocket ID,Found rocket lat,Found rocket lon,Found rocket altitude,Found rocket fix,Found rocket batt_v,Found RSSI,GS_ASL_offset
T102Sub,2024-06-22,14:37:44.299,33.07629,-106.79617,5801.5,33.07639,-106.79567,5827.8,1,137.5,10.5,29.0,0x03,17,8,11,4,-98,-96,6433.36,1281.26,6435.518,1272.768,63%,13.002,16.652,3080,223,604,269,274,T102Boot,33.07618,-106.79618,5841.3,3,16.173,-91,125.5
T102Sub,2024-06-22,14:37:45.318,33.07639,-106.79607,5802.5,33.07649,-106.79557,5828.8,3,137.6,10.6,34.0,0x03,20,7,7,3,-93,-100,6438.36,1282.26,6440.518,1261.008,65%,13.012,16.663,3082,241,676,205,278,T102Boot,33.07628,-106.79608,5842.3,1,16.183,-90,125.6
T102Sub,2024-06-22,14:37:46.338,33.07649,-106.79597,5803.5,33.07659,-106.79547,5829.8,1,137.7,10.7,39.0,0x03,17,10,10,3,-98,-94,6443.36,1283.26,6445.518,1260.16,67%,13.022,16.674,3977,272,678,270,215,T102Boot,33.07638,-106.79598,5843.3,1,16.193,-99,125.7
T102Sub,2024-06-22,14:37:47.299,33.07659,-106.79587,5804.5,33.07669,-106.79537,5830.8,1,137.8,10.8,44.0,0x03,20,5,11,5,-98,-94,6448.36,1284.26,6450.518,1261.978,68%,13.032,16.683,3727,243,623,296,221,T102Boot,33.07648,-106.79588,5844.3,2,16.203,-92,125.8
T102Sub,2024-06-22,14:37:48.408,33.07669,-106.79577,5805.5,33.07679,-106.79527,5831.8,2,137.9,10.9,49.0,0x03,25,6,11,4,-91,-90,6453.36,1285.26,6455.518,1266.073,69%,13.042,16.691,3799,218,600,246,248,T102Boot,33.07658,-106.79578,5845.3,1,16.213,-93,125.9
T102Sub,2024-06-22,14:37:49.307,33.07679,-106.79567,5806.5,33.07689,-106.79517,5832.8,3,138.0,11.0,54.0,0x03,22,10,12,3,-100,-92,6458.36,1286.26,6460.518,1264.463,70%,13.052,16.702,3000,265,615,250,270,T102Boot,33.07668,-106.79568,5846.3,2,16.223,-96,126.0
T102Sub,2024-06-22,14:37:50.299,33.07689,-106.79557,5807.5,33.07699,-106.79507,5833.8,3,138.1,11.1,59.0,0x03,24,5,10,2,-90,-95,6463.36,1287.26,6465.518,1270.992,71%,13.062,16.711,3180,298,677,209,254,T102Boot,33.07678,-106.79558,5847.3,2,16.233,-100,126.1
T102Sub,2024-06-22,14:37:53.297,33.07699,-106.79547,5808.5,33.07709,-106.79497,5834.8,1,138.2,11.2,64.0,0x03,25,7,9,2,-92,-90,6468.36,1288.26,6470.518,1263.777,70%,13.072,16.721,3496,276,650,291,262,T102Boot,33.07688,-106.79548,5848.3,2,16.243,-92,126.2
T102Sub,2024-06-22,14:37:54.317,33.07709,-106.79537,5809.5,33.07719,-106.79487,5835.8,3,138.3,11.3,69.0,0x03,20,10,11,2,-92,-91,6473.36,1289.26,6475.518,1266.545,72%,13.082,16.733,3149,256,640,224,235,T102Boot,33.07698,-106.79538,5849.3,1,16.253,-93,126.3
T102Sub,2024-06-22,14:37:55.309,33.07719,-106.79527,5810.5,33.07729,-106.79477,5836.8,1,138.4,11.4,74.0,0x03,17,7,7,5,-93,-96,6478.36,1290.26,6480.518,1268.463,74%,13.092,16.742,3465,256,694,255,257,T102Boot,33.07708,-106.79528,5850.3,1,16.263,-97,126.4
T102Sub,2024-06-22,14:37:56.330,33.07729,-106.79517,5811.5,33.07739,-106.79467,5837.8,3,138.5,11.5,79.0,0x03,19,10,12,2,-95,-98,6483.36,1291.26,6485.518,1267.816,74%,13.102,16.754,3913,267,661,249,262,T102Boot,33.07718,-106.79518,5851.3,3,16.273,-96,126.5
T102Sub,2024-06-22,14:37:57.318,33.07739,-106.79507,5812.5,33.07749,-106.79457,5838.8,2,138.6,11.6,84.0,0x03,22,8,12,3,-92,-97,6488.36,1292.26,6490.518,1271.619,74%,13.112,16.762,3326,227,695,297,211,T102Boot,33.07728,-106.79508,5852.3,3,16.283,-97,126.6
T102Sub,2024-06-22,14:37:58.489,33.07749,-106.79497,5813.5,33.07759,-106.79447,5839.8,3,138.7,11.7,89.0,0x03,17,10,10,4,-98,-100,6493.36,1293.26,6495.518,1274.073,75%,13.122,16.772,3188,255,604,218,232,T102Boot,33.0774,-106.79494,5828.3,2,16.293,-99,126.7
T102Sub,2024-06-22,14:37:59.420,33.07759,-106.79487,5814.5,33.07769,-106.79437,5840.8,1,138.8,11.8,94.0,0x03,20,5,8,3,-93,-93,6498.36,1294.26,6500.518,1276.905,72%,13.132,16.782,3656,250,685,213,209,T102Boot,33.0775,-106.79484,5829.3,3,16.303,-99,126.8
T102Sub,2024-06-22,14:38:00.318,33.07769,-106.79477,5815.5,33.07779,-106.79427,5841.8,1,138.9,11.9,99.0,0x03,16,6,11,5,-94,-100,6503.36,1295.26,6505.518,1276.937,72%,13.142,16.792,3091,270,634,288,252,T102Boot,33.0776,-106.79474,5830.3,1,16.313,-98,126.9
T102Sub,2024-06-22,14:38:01.726,33.07779,-106.79467,5816.5,33.07789,-106.79417,5842.8,3,139.0,12.0,104.0,0x03,23,7,7,3,-90,-90,6508.36,1296.26,6510.518,1272.816,72%,13.152,16.804,3659,232,622,275,229,T102Boot,33.0777,-106.79464,5831.3,3,16.323,-93,127.0
T102Sub,2024-06-22,14:38:04.519,33.07789,-106.79457,5817.5,33.07799,-106.79407,5843.8,1,139.1,12.1,109.0,0x03,16,8,12,4,-98,-100,6513.36,1297.26,6515.518,1285.113,69%,13.162,16.811,3587,238,688,264,213,T102Boot,33.0778,-106.79454,5832.3,3,16.333,-92,127.1
T102Sub,2024-06-22,14:42:35.333,33.0779,-106.79451,5819.5,33.07809,-106.79397,5844.8,2,139.2,12.2,114.0,0x03,21,7,10,3,-100,-96,6539.31,1297.231,6541.074,1284.694,45%,13.185,16.827,3600,240,603,270,299,T102Boot,33.0779,-106.79448,5888.3,2,16.343,-96,127.2
T102Sub,2024-06-22,14:42:36.322,33.07804,-106.79439,5819.9,33.07819,-106.79387,5845.8,3,139.3,12.3,119.0,0x03,23,10,8,3,-94,-94,6534.68,1298.827,6536.633,1303.174,46%,13.195,16.838,3127,265,605,219,223,T102Boot,33.078,-106.79438,5889.3,3,16.353,-96,127.3
T102Sub,2024-06-22,14:42:37.313,33.07816,-106.79428,5820.5,33.07829,-106.79377,5846.8,3,139.4,12.4,124.0,0x03,20,9,9,5,-99,-94,6534.61,1300.29,6536.695,1288.671,47%,13.205,16.849,3661,224,639,246,275,T102Boot,33.0781,-106.79428,5890.3,1,16.363,-92,127.4
T102Sub,2024-06-22,14:42:38.542,33.07826,-106.79418,5821.5,33.07839,-106.79367,5847.8,2,139.5,12.5,129.0,0x03,21,5,11,4,-99,-98,6539.61,1301.29,6541.695,1284.257,47%,13.215,16.857,3904,259,657,261,224,T102Boot,33.07823,-106.79412,5861.9,1,16.373,-90,127.5
T102Sub,2024-06-22,14:42:39.322,33.07839,-106.79408,5821.9,33.07849,-106.79357,5848.8,2,139.6,12.6,134.0,0x03,22,7,9,4,-93,-97,6538.89,1302.826,6541.139,1293.828,44%,13.225,16.851,3303,254,616,229,265,T102Boot,33.07833,-106.79402,5862.9,3,16.383,-90,127.6
T102Sub,2024-06-22,14:42:41.513,33.07856,-106.79395,5826.2,33.07859,-106.79347,5849.8,1,139.7,12.7,139.0,0x03,20,7,10,4,-98,-90,6532.83,1300.595,6534.7,1285.313,43%,13.235,16.878,3398,297,696,295,245,T102Boot,33.07843,-106.79392,5863.9,1,16.393,-99,127.7
T102Sub,2024-06-22,14:42:43.313,33.07867,-106.79385,5827.3,33.07869,-106.79337,5850.8,3,139.8,12.8,144.0,0x03,23,9,10,3,-93,-93,6536.62,1301.5,6538.49,1289.646,37%,13.245,16.888,3178,295,670,276,282,T102Boot,33.07853,-106.79382,5864.9,3,16.403,-98,127.8
T102Sub,2024-06-22,14:42:49.313,33.07881,-106.79375,5828.6,33.07879,-106.79327,5851.8,2,139.9,12.9,149.0,0x03,20,5,12,5,-96,-94,6541.59,1302.15,6543.407,1305.068,35%,13.255,16.897,3521,286,621,283,235,T102Boot,33.07863,-106.79372,5865.9,2,16.413,-96,127.9
T102Sub,2024-06-22,14:42:50.332,33.07891,-106.79365,5829.6,33.07889,-106.79317,5852.8,3,140.0,13.0,154.0,0x03,22,10,12,2,-93,-99,6546.59,1303.15,6548.407,1286.548,37%,13.265,16.908,3464,236,666,270,206,T102Boot,33.07873,-106.79362,5866.9,1,16.423,-91,128.0
T102Sub,2024-06-22,14:42:51.322,33.07901,-106.79355,5830.6,33.07899,-106.79307,5853.8,3,140.1,13.1,159.0,0x03,15,9,12,2,-96,-94,6551.59,1304.15,6553.407,1284.282,40%,13.275,16.917,3685,245,667,265,238,T102Boot,33.07883,-106.79352,5867.9,3,16.433,-94,128.1
T102Sub,2024-06-22,14:42:52.314,33.07911,-106.79345,5831.6,33.07909,-106.79297,5854.8,3,140.2,13.2,164.0,0x03,22,10,9,4,-90,-96,6556.59,1305.15,6558.407,1290.243,42%,13.285,16.927,3832,267,625,248,200,T102Boot,33.07893,-106.79342,5868.9,3,16.443,-94,128.2
T102Sub,2024-06-22,14:42:53.332,33.07921,-106.79335,5832.6,33.07919,-106.79287,5855.8,2,140.3,13.3,169.0,0x03,15,8,12,2,-92,-95,6561.59,1306.15,6563.407,1290.347,44%,13.295,16.937,3057,274,661,277,281,T102Boot,33.07903,-106.79332,5869.9,2,16.453,-95,128.3
T102Sub,2024-06-22,14:42:56.332,33.07931,-106.79325,5833.6,33.07929,-106.79277,5856.8,3,140.4,13.4,174.0,0x03,22,10,10,4,-100,-99,6566.59,1307.15,6568.407,1307.233,43%,13.305,16.946,3025,288,682,208,205,T102Boot,33.0791,-106.79325,5890.6,2,16.463,-98,128.4
T102Sub,2024-06-22,14:43:02.332,33.07941,-106.79315,5834.6,33.07939,-106.79267,5857.8,1,140.5,13.5,179.0,0x03,23,6,9,3,-98,-92,6571.59,1308.15,6573.407,1337.012,42%,13.315,16.957,3987,242,621,236,255,T102Boot,33.0792,-106.79315,5891.6,2,16.473,-90,128.5
T102Sub,2024-06-22,14:43:03.320,33.07951,-106.79305,5835.6,33.07949,-106.79257,5858.8,3,140.6,13.6,184.0,0x03,20,6,12,5,-98,-99,6576.59,1309.15,6578.407,1327.315,45%,13.325,16.968,3413,251,643,222,282,T102Boot,33.0793,-106.79305,5892.6,1,16.483,-100,128.6
T102Sub,2024-06-22,14:43:04.311,33.07961,-106.79295,5836.6,33.07959,-106.79247,5859.8,1,140.7,13.7,189.0,0x03,25,6,9,2,-99,-97,6581.59,1310.15,6583.407,1333.356,45%,13.335,16.978,3766,203,605,252,229,T102Boot,33.0794,-106.79295,5893.6,3,16.493,-99,128.7
T102Sub,2024-06-22,14:43:05.333,33.07971,-106.79285,5837.6,33.07969,-106.79237,5860.8,3,140.8,13.8,194.0,0x03,24,5,8,5,-94,-100,6586.59,1311.15,6588.407,1334.356,45%,13.345,16.988,3451,224,651,266,254,T102Boot,33.0795,-106.79285,5894.6,3,16.503,-98,128.8
T102Sub,2024-06-22,14:43:07.341,33.07982,-106.79272,5835.2,33.07979,-106.79227,5861.8,1,140.9,13.9,199.0,0x03,19,5,7,5,-99,-92,6583.52,1315.543,6586.044,1338.15,39%,13.985,16.995,3396,239,697,204,278,T102Boot,33.0796,-106.79275,5895.6,3,16.513,-91,128.9
T102Sub,2024-06-22,14:43:08.333,33.07992,-106.79262,5836.2,33.07989,-106.79217,5862.8,3,141.0,14.0,204.0,0x03,20,8,10,4,-98,-91,6588.52,1316.543,6591.044,1339.15,41%,13.995,17.006,3947,237,639,231,229,T102Boot,33.0797,-106.79265,5896.6,2,16.523,-97,129.0
T102Sub,2024-06-22,14:43:09.320,33.08002,-106.79252,5837.2,33.07999,-106.79207,5863.8,1,141.1,14.1,209.0,0x03,19,6,7,5,-98,-95,6593.52,1317.543,6596.044,1352.877,43%,14.005,17.018,3011,237,661,210,247,T102Boot,33.0798,-106.79255,5897.6,3,16.533,-90,129.1
T102Sub,2024-06-22,14:43:10.521,33.08012,-106.79242,5838.2,33.08009,-106.79197,5864.8,2,141.2,14.2,214.0,0x03,18,8,7,5,-95,-96,6598.52,1318.543,6601.044,1353.877,44%,14.015,17.026,3737,201,607,234,298,T102Boot,33.0799,-106.79247,5831.1,1,16.543,-97,129.2
T102Sub,2024-06-22,14:43:11.333,33.08022,-106.79232,5839.2,33.08019,-106.79187,5865.8,1,141.3,14.3,219.0,0x03,20,6,11,5,-94,-90,6603.52,1319.543,6606.044,1348.148,43%,14.025,17.036,3541,213,684,212,209,T102Boot,33.08,-106.79237,5832.1,2,16.553,-100,129.3
T102Sub,2024-06-22,14:43:12.321,33.08033,-106.7922,5842.1,33.08029,-106.79177,5866.8,3,141.4,14.4,224.0,0x03,18,6,12,4,-99,-91,6603.27,1318.711,6605.54,1360.793,45%,14.035,17.046,3981,298,629,218,284,T102Boot,33.0801,-106.79227,5833.1,3,16.563,-93,129.4
T102Sub,2024-06-22,14:43:13.312,33.08043,-106.7921,5843.1,33.08039,-106.79167,5867.8,1,141.5,14.5,229.0,0x03,24,5,8,4,-90,-92,6608.27,1319.711,6610.54,1361.793,48%,14.045,17.058,3844,253,610,282,243,T102Boot,33.0802,-106.79217,5834.1,2,16.573,-94,129.5
T102Sub,2024-06-22,14:43:14.333,33.08053,-106.792,5844.1,33.08049,-106.79157,5868.8,1,141.6,14.6,234.0,0x03,16,8,12,5,-99,-93,6613.27,1320.711,6615.54,1355.529,51%,14.055,17.066,3276,261,665,215,208,T102Boot,33.0803,-106.79207,5835.1,2,16.583,-98,129.6
T102Sub,2024-06-22,14:43:15.320,33.08063,-106.7919,5845.1,33.08059,-106.79147,5869.8,1,141.7,14.7,239.0,0x03,19,10,9,5,-97,-90,6618.27,1321.711,6620.54,1339.143,53%,14.065,17.078,3961,268,618,279,298,T102Boot,33.0804,-106.79197,5836.1,1,16.593,-91,129.7
T102Sub,2024-06-22,14:43:16.310,33.08073,-106.7918,5846.1,33.08069,-106.79137,5870.8,2,141.8,14.8,244.0,0x03,19,10,10,5,-98,-91,6623.27,1322.711,6625.54,1351.055,56%,14.075,17.085,3424,259,612,266,266,T102Boot,33.0805,-106.79187,5837.1,2,16.603,-100,129.8
T102Sub,2024-06-22,14:43:18.356,33.08083,-106.7917,5847.1,33.08079,-106.79127,5871.8,3,141.9,14.9,249.0,0x03,24,9,9,2,-92,-99,6628.27,1323.711,6630.54,1346.285,52%,14.085,17.097,3080,266,621,240,260,T102Boot,33.0806,-106.79177,5838.1,3,16.613,-92,129.9
T102Sub,2024-06-22,14:43:19.311,33.08093,-106.7916,5848.1,33.08089,-106.79117,5872.8,1,142.0,15.0,254.0,0x03,21,9,9,5,-99,-91,6633.27,1324.711,6635.54,1353.055,53%,14.095,17.106,3497,258,678,287,227,T102Boot,33.0807,-106.79167,5839.1,1,16.623,-99,130.0
T102Sub,2024-06-22,14:43:20.330,33.08103,-106.7915,5849.1,33.08099,-106.79107,5873.8,3,142.1,15.1,259.0,0x03,25,8,11,5,-100,-97,6638.27,1325.711,6640.54,1354.055,54%,14.105,17.117,3695,234,627,287,228,T102Boot,33.0808,-106.79157,5840.1,2,16.633,-94,130.1
T102Sub,2024-06-22,14:43:21.321,33.08113,-106.7914,5850.1,33.08109,-106.79097,5874.8,1,142.2,15.2,264.0,0x03,23,8,10,5,-94,-100,6643.27,1326.711,6645.54,1355.055,55%,14.115,17.126,3331,292,679,224,223,T102Boot,33.0809,-106.79147,5841.1,2,16.643,-99,130.2
T102Sub,2024-06-22,14:43:22.310,33.08123,-106.7913,5851.1,33.08119,-106.79087,5875.8,1,142.3,15.3,269.0,0x03,16,6,9,2,-100,-91,6648.27,1327.711,6650.54,1356.055,58%,14.125,17.138,3640,237,617,238,211,T102Boot,33.081,-106.79137,5842.1,2,16.653,-91,130.3
T102Sub,2024-06-22,14:43:23.330,33.08133,-106.7912,5852.1,33.08129,-106.79077,5876.8,1,142.4,15.4,274.0,0x03,18,7,11,3,-98,-92,6653.27,1328.711,6655.54,1357.055,61%,14.135,17.146,3984,213,692,270,295,T102Boot,33.0811,-106.79127,5843.1,2,16.663,-97,130.4
T102Sub,2024-06-22,14:43:24.322,33.08143,-106.7911,5853.1,33.08139,-106.79067,5877.8,3,142.5,15.5,279.0,0x03,16,5,12,4,-94,-93,6658.27,1329.711,6660.54,1364.529,64%,14.145,17.157,3171,297,660,248,232,T102Boot,33.0812,-106.79117,5844.1,2,16.673,-93,130.5
T102Sub,2024-06-22,14:43:25.313,33.08153,-106.791,5854.1,33.08149,-106.79057,5878.8,1,142.6,15.6,284.0,0x03,15,6,11,2,-92,-97,6663.27,1330.711,6665.54,1353.285,67%,14.155,17.166,3710,260,627,203,297,T102Boot,33.0813,-106.79107,5845.1,1,16.683,-97,130.6
T102Sub,2024-06-22,14:43:26.364,33.08162,-106.79092,5853.7,33.08159,-106.79047,5879.8,2,142.7,15.7,289.0,0x03,21,10,10,2,-96,-96,6674.05,1333.027,6676.467,1369.112,70%,14.165,17.178,3990,233,670,299,200,T102Boot,33.0814,-106.79097,5846.1,3,16.693,-91,130.7
T102Sub,2024-06-22,14:43:27.322,33.08172,-106.79082,5854.7,33.08169,-106.79037,5880.8,2,142.8,15.8,294.0,0x03,18,7,11,2,-100,-98,6679.05,1334.027,6681.467,1357.337,71%,14.175,17.186,3403,212,662,209,273,T102Boot,33.0815,-106.79087,5847.1,2,16.703,-95,130.8
T102Sub,2024-06-22,14:43:29.362,33.08182,-106.79072,5855.7,33.08179,-106.79027,5881.8,3,142.9,15.9,299.0,0x03,17,9,10,3,-98,-99,6684.05,1335.027,6686.467,1312.493,69%,14.185,17.197,3383,269,699,218,259,T102Boot,33.0816,-106.79077,5848.1,3,16.713,-95,130.9
T102Sub,2024-06-22,14:43:30.588,33.08192,-106.79062,5856.7,33.08189,-106.79017,5882.8,3,143.0,16.0,304.0,0x03,21,8,9,3,-95,-93,6689.05,1336.027,6691.467,1313.493,69%,14.195,17.206,3349,247,637,270,244,T102Boot,33.0817,-106.79066,5887.7,3,16.723,-90,131.0
T102Sub,2024-06-22,14:43:31.311,33.08202,-106.79052,5857.7,33.08199,-106.79007,5883.8,3,143.1,16.1,309.0,0x03,23,7,12,5,-92,-94,6694.05,1337.027,6696.467,1318.819,68%,14.205,17.215,3190,276,626,227,259,T102Boot,33.0818,-106.79056,5888.7,1,16.733,-97,131.1
T102Sub,2024-06-22,14:43:32.331,33.08212,-106.79042,5858.7,33.08209,-106.78997,5884.8,2,143.2,16.2,314.0,0x03,22,5,11,3,-97,-98,6699.05,1338.027,6701.467,1317.536,70%,14.215,17.225,3551,295,676,283,256,T102Boot,33.0819,-106.79046,5889.7,1,16.743,-92,131.2
T102Sub,2024-06-22,14:43:33.320,33.08222,-106.79032,5859.7,33.08219,-106.78987,5885.8,1,143.3,16.3,319.0,0x03,17,8,8,2,-100,-90,6704.05,1339.027,6706.467,1320.819,71%,14.225,17.237,3854,238,643,298,242,T102Boot,33.082,-106.79036,5890.7,3,16.753,-91,131.3
T102Sub,2024-06-22,14:43:34.312,33.08232,-106.79022,5860.7,33.08229,-106.78977,5886.8,3,143.4,16.4,324.0,0x03,23,7,11,2,-92,-93,6709.05,1340.027,6711.467,1329.602,72%,14.235,17.246,3186,276,672,274,217,T102Boot,33.0821,-106.79026,5891.7,1,16.763,-97,131.4
T102Sub,2024-06-22,14:43:35.331,33.08242,-106.79012,5861.7,33.08239,-106.78967,5887.8,3,143.5,16.5,329.0,0x03,18,6,8,3,-92,-92,6714.05,1341.027,6716.467,1349.928,72%,14.245,17.257,3166,229,672,283,274,T102Boot,33.0822,-106.79016,5892.7,1,16.773,-92,131.5
T102Sub,2024-06-22,14:43:36.320,33.08252,-106.79002,5862.7,33.08249,-106.78957,5888.8,1,143.6,16.6,334.0,0x03,17,10,7,4,-98,-92,6719.05,1342.027,6721.467,1350.928,75%,14.255,17.266,3122,295,689,235,256,T102Boot,33.0823,-106.79006,5893.7,2,16.783,-96,131.6
T102Sub,2024-06-22,14:43:37.310,33.08262,-106.78992,5863.7,33.08259,-106.78947,5889.8,3,143.7,16.7,339.0,0x03,22,10,7,4,-90,-93,6724.05,1343.027,6726.467,1351.928,76%,14.265,17.277,3141,262,695,253,269,T102Boot,33.0824,-106.78996,5894.7,2,16.793,-100,131.7
T102Sub,2024-06-22,14:43:38.331,33.08272,-106.78982,5864.7,33.08269,-106.78937,5890.8,3,143.8,16.8,344.0,0x03,16,7,11,4,-92,-97,6729.05,1344.027,6731.467,1352.928,77%,14.275,17.286,3308,269,675,253,257,T102Boot,33.0825,-106.78986,5895.7,3,16.803,-93,131.8
T102Sub,2024-06-22,14:43:40.371,33.08282,-106.78972,5865.7,33.08279,-106.78927,5891.8,1,143.9,16.9,349.0,0x03,17,8,7,5,-100,-96,6734.05,1345.027,6736.467,1358.19,73%,14.285,17.297,3915,224,697,231,256,T102Boot,33.0826,-106.78976,5896.7,2,16.813,-92,131.9
T102Sub,2024-06-22,14:43:41.332,33.08292,-106.78959,5865.5,33.08289,-106.78917,5892.8,2,144.0,17.0,354.0,0x03,23,9,11,2,-100,-94,6731.16,1347.217,6733.951,1352.945,74%,14.295,17.304,3032,294,606,241,241,T102Boot,33.0827,-106.78966,5897.7,2,16.823,-99,132.0
T102Sub,2024-06-22,14:43:42.323,33.08302,-106.78949,5866.5,33.08299,-106.78907,5893.8,3,144.1,17.1,359.0,0x03,23,5,9,4,-92,-98,6736.16,1348.217,6738.951,1353.945,76%,14.305,17.317,3152,269,661,253,240,T102Boot,33.0828,-106.78956,5898.7,2,16.833,-92,132.1
T102Sub,2024-06-22,14:43:43.311,33.08312,-106.78939,5867.5,33.08309,-106.78897,5894.8,2,144.2,17.2,4.0,0x03,19,8,10,4,-90,-91,6741.16,1349.217,6743.951,1354.945,78%,14.315,17.325,3580,300,633,249,214,T102Boot,33.0829,-106.78946,5899.7,1,16.843,-93,132.2
T102Sub,2024-06-22,14:43:44.332,33.08322,-106.78929,5868.5,33.08319,-106.78887,5895.8,1,144.3,17.3,9.0,0x03,25,6,8,4,-100,-99,6746.16,1350.217,6748.951,1355.945,78%,14.325,17.337,3642,289,658,269,219,T102Boot,33.083,-106.78936,5900.7,1,16.853,-100,132.3
T102Sub,2024-06-22,14:43:45.321,33.08332,-106.78919,5869.5,33.08329,-106.78877,5896.8,2,144.4,17.4,14.0,0x03,20,8,12,3,-99,-90,6751.16,1351.217,6753.951,1360.965,78%,14.335,17.345,3438,266,652,233,237,T102Boot,33.0831,-106.78926,5901.7,2,16.863,-99,132.4
T102Sub,2024-06-22,14:43:46.311,33.08342,-106.78909,5870.5,33.08339,-106.78867,5897.8,2,144.5,17.5,19.0,0x03,25,9,9,5,-97,-98,6756.16,1352.217,6758.951,1354.362,78%,14.345,17.356,3550,285,602,293,256,T102Boot,33.0832,-106.78916,5902.7,1,16.873,-94,132.5
T102Sub,2024-06-22,14:43:47.333,33.08352,-106.78899,5871.5,33.08349,-106.78857,5898.8,1,144.6,17.6,24.0,0x03,21,7,9,3,-95,-92,6761.16,1353.217,6763.951,1342.512,79%,14.355,17.365,3545,226,631,293,253,T102Boot,33.0833,-106.78906,5903.7,2,16.883,-96,132.6
T102Sub,2024-06-22,14:43:48.322,33.08362,-106.78889,5872.5,33.08359,-106.78847,5899.8,3,144.7,17.7,29.0,0x03,23,10,11,4,-98,-93,6766.16,1354.217,6768.951,1337.418,80%,14.365,17.377,3795,282,687,238,240,T102Boot,33.0834,-106.78896,5904.7,1,16.893,-93,132.7
T102Sub,2024-06-22,14:43:49.311,33.08372,-106.78879,5873.5,33.08369,-106.78837,5900.8,2,144.8,17.8,34.0,0x03,17,5,7,3,-100,-97,6771.16,1355.217,6773.951,1329.169,81%,14.375,17.385,3169,256,604,226,231,T102Boot,33.0835,-106.78886,5905.7,3,16.903,-97,132.8
T102Sub,2024-06-22,14:43:51.143,33.08382,-106.78869,5874.5,33.08379,-106.78827,5901.8,3,144.9,17.9,39.0,0x03,16,10,12,4,-91,-96,6776.16,1356.217,6778.951,1337.275,80%,14.385,17.397,3641,227,672,222,228,T102Boot,33.0836,-106.78876,5906.7,3,16.913,-99,132.9
T102Sub,2024-06-22,14:43:52.310,33.08392,-106.78859,5875.5,33.08389,-106.78817,5902.8,1,145.0,18.0,44.0,0x03,20,9,7,5,-100,-96,6781.16,1357.217,6783.951,1341.689,77%,14.395,17.407,3211,279,679,213,228,T102Boot,33.0837,-106.78866,5907.7,2,16.923,-98,133.0
T102Sub,2024-06-22,14:43:53.361,33.08402,-106.78852,5876.5,33.08399,-106.78807,5903.8,3,145.1,18.1,49.0,0x03,23,8,8,3,-91,-92,6793.43,1358.27,6796.089,1337.938,79%,14.405,17.417,3100,296,637,213,223,T102Boot,33.0838,-106.78856,5908.7,2,16.933,-100,133.1
T102Sub,2024-06-22,14:43:54.352,33.08412,-106.78842,5877.5,33.08409,-106.78797,5904.8,2,145.2,18.2,54.0,0x03,23,8,7,5,-93,-92,6798.43,1359.27,6801.089,1339.784,79%,14.415,17.425,3509,201,626,268,300,T102Boot,33.0839,-106.78846,5909.7,1,16.943,-91,133.2
T102Sub,2024-06-22,14:43:55.313,33.08422,-106.78832,5878.5,33.08419,-106.78787,5905.8,2,145.3,18.3,59.0,0x03,23,6,12,3,-94,-95,6803.43,1360.27,6806.089,1335.762,79%,14.425,17.437,3865,287,684,251,299,T102Boot,33.084,-106.78836,5910.7,2,16.953,-98,133.3
T102Sub,2024-06-22,14:43:56.361,33.08432,-106.78822,5879.5,33.08429,-106.78777,5906.8,2,145.4,18.4,64.0,0x03,25,5,10,4,-95,-97,6808.43,1361.27,6811.089,1337.477,82%,14.435,17.446,3787,262,614,251,271,T102Boot,33.0841,-106.78826,5911.7,2,16.963,-99,133.4
T102Sub,2024-06-22,14:43:57.321,33.08442,-106.78812,5880.5,33.08439,-106.78767,5907.8,2,145.5,18.5,69.0,0x03,24,9,12,5,-91,-97,6813.43,1362.27,6816.089,1362.62,83%,14.445,17.457,3732,256,683,293,234,T102Boot,33.0842,-106.78816,5912.7,2,16.973,-94,133.5
T102Sub,2024-06-22,14:43:58.311,33.08452,-106.78802,5881.5,33.08449,-106.78757,5908.8,2,145.6,18.6,74.0,0x03,17,9,9,2,-99,-100,6818.43,1363.27,6821.089,1363.62,83%,14.455,17.466,3569,259,627,211,213,T102Boot,33.0843,-106.78806,5913.7,2,16.983,-94,133.6
T102Sub,2024-06-22,14:43:59.331,33.08462,-106.78792,5882.5,33.08459,-106.78747,5909.8,3,145.7,18.7,79.0,0x03,16,8,12,4,-94,-96,6823.43,1364.27,6826.089,1364.62,83%,14.465,17.476,3833,255,647,212,253,T102Boot,33.0844,-106.78796,5914.7,1,16.993,-96,133.7
T102Sub,2024-06-22,14:44:00.323,33.08472,-106.78782,5883.5,33.08469,-106.78737,5910.8,1,145.8,18.8,84.0,0x03,18,6,10,2,-90,-94,6828.43,1365.27,6831.089,1346.734,83%,14.475,17.484,3518,217,625,234,206,T102Boot,33.0845,-106.78786,5915.7,1,17.003,-91,133.8
